algo,constrained,flag_data_T,rseed,K,eta0,beta0,T,eta,eta_aggr,beta,beta_aggr,auc,auc_aggr,loglik,loglik_aggr,CS_U,CS_V,CS_U_aggr,CS_V_aggr,F1_U,F1_V,F1_U_aggr,F1_V_aggr
CRepDyn_static0,False,0,100,3,0.5,0.2,1,0.0,0.0,0.2,0.2,0.8784950062785564,0.8790210752161547,-14074.242318244564,-14168.530971437198,0.7024808281715603,0.7219206257130786,0.7056564909001813,0.7212145940451186,0.6361,0.6707,0.6437,0.677
CRepDyn_static,False,0,100,3,0.5,0.2,1,0.0,0.0,0.2,0.2,0.8807590070157202,0.8806527156167546,-14027.702680989498,-14066.398014057422,0.7176970551781533,0.7309817082166481,0.7043851819011174,0.7208284384119734,0.6532,0.6856,0.6323,0.6698
CRepDyn_static0,False,0,100,3,0.5,0.2,2,0.0,0.0,0.8713633398564906,0.2,0.9080821182380915,0.9102101368592799,-7213.981660070719,-14246.220118268324,0.7493873725237197,0.7584832543639295,0.7568669518236607,0.7559677802560738,0.6887,0.7107,0.7034,0.7092
CRepDyn_static0,False,0,100,3,0.5,0.2,3,0.0,0.0,0.7805766963232931,0.2,0.9117542985828075,0.9125801686487589,-5837.4607982171765,-14794.803747935399,0.8011812062436467,0.7942408918204019,0.7965711566801247,0.7899554950341547,0.7638,0.749,0.7508,0.7552
CRepDyn_static,False,0,100,3,0.5,0.2,2,1.2836010774197896e-21,0.0,0.8713633398564906,0.2,0.9113993635528618,0.9099936444022728,-7251.379498351956,-14241.413786545188,0.7541417482093619,0.7537729268659337,0.756006374890613,0.7540978071950125,0.6979,0.7066,0.7029,0.7025
CRepDyn_static0,False,0,100,3,0.5,0.2,4,0.0,0.0,0.716048270893372,0.2,0.888900803771641,0.887562157092622,-5900.576287689598,-15933.307763067003,0.8268279060756348,0.8300043196828724,0.8245258971349312,0.8251775107766143,0.7853,0.7875,0.7831,0.7893
CRepDyn_static0,False,0,100,3,0.5,0.2,5,0.0,0.0,0.6641687268232388,0.2,0.8851008322504139,0.8846256424149721,-5663.005287998063,-16565.939832138254,0.8183095248096985,0.8145280098196267,0.8146962109172289,0.8129067582476255,0.7747,0.7632,0.7796,0.7661
CRepDyn_static,False,0,100,3,0.5,0.2,3,0.017172689128900884,0.0,0.7778247312559635,0.2,0.9361524512158654,0.9124989016776038,-5662.666017749398,-14767.592526596234,0.8003405544755275,0.7886604978609277,0.8026411060480992,0.786853498667042,0.7475,0.7465,0.7538,0.7447
CRepDyn_static0,False,0,100,3,0.5,0.2,6,0.0,0.0,0.6231142241379313,0.2,0.8933320260970099,0.8955940332863126,-5335.215244646856,-16901.647327636096,0.8023959457943083,0.7998493614487742,0.8000342177967747,0.7966878625055672,0.751,0.7547,0.753,0.7462
CRepDyn_static,False,0,100,3,0.5,0.2,4,0.03375582819710065,0.0,0.7097551741483743,0.2,0.9108166432698039,0.8901880639505545,-5623.146579595258,-15828.748969437867,0.8181983398023799,0.8108202120489577,0.822095519798999,0.822263837233538,0.7761,0.7692,0.7792,0.7801
CRepDyn_static,False,0,100,3,0.5,0.2,5,0.04809914018523075,0.0,0.6544782808982343,0.2,0.9168257723582605,0.8845351273130505,-5211.227242242846,-16593.24970621076,0.7938287306039401,0.791969801031576,0.8131648587325978,0.812655253096014,0.751,0.7431,0.7794,0.7629
CRepDyn_static,False,0,100,3,0.5,0.2,6,0.06081548689411253,0.0,0.6103704197919437,0.2,0.9233592021981452,0.8935658958942838,-4852.798907560792,-16942.663997086336,0.7780283404108964,0.7753797827207652,0.7994368003534573,0.7963895113252443,0.7326,0.7288,0.7557,0.743
