algo,constrained,flag_data_T,rseed,K,eta0,beta0,T,eta,eta_aggr,beta,beta_aggr,auc,auc_aggr,loglik,loglik_aggr,CS_U,CS_V,CS_U_aggr,CS_V_aggr,F1_U,F1_V,F1_U_aggr,F1_V_aggr
CRepDyn_static,False,0,100,3,0.5,0.2,1,0.0,0.0,0.2,0.2,0.8739825112523851,0.873598062005899,-14301.207580592922,-14297.613376382615,0.6974494727059392,0.7180167316702247,0.694136464070729,0.7130391383953756,0.6472,0.6679,0.6353,0.6615
CRepDyn_static,False,0,100,3,0.5,0.2,2,0.0009120695821049066,0.0,0.8756314814509146,0.2,0.9059320029374905,0.9029050454238614,-7336.524844155243,-14372.524521801664,0.735950103789848,0.7437589182015976,0.7279063758697937,0.7399511921111063,0.6814,0.6898,0.6815,0.6831
CRepDyn_static0,False,0,100,3,0.5,0.2,1,0.0,0.0,0.2,0.2,0.8748060401555222,0.8737821041439722,-14410.40422786941,-14337.604875441619,0.6936258485301551,0.7028563862524909,0.6881555985842293,0.7170254596338367,0.634,0.6462,0.6349,0.6673
CRepDyn_static,False,0,100,3,0.5,0.2,3,0.0230315045749158,0.0,0.7812087557059293,0.2,0.9365805715528073,0.9145350531664191,-5845.299188867763,-14843.378026390023,0.7657410632899794,0.7750249178727927,0.7851947541946247,0.7904737803967147,0.7101,0.7273,0.7406,0.7375
CRepDyn_static,False,0,100,3,0.5,0.2,4,0.04032961765444846,0.0,0.7077968008480735,0.2,0.9042339063076688,0.8824859321152559,-5936.771982708896,-16164.246399118709,0.7910412380945482,0.8037948349194428,0.8280773457946659,0.8288019539030759,0.7442,0.7575,0.7969,0.797
CRepDyn_static0,False,0,100,3,0.5,0.2,2,0.0,0.0,0.8757259001161442,0.2,0.9031177972810686,0.9044766738448166,-7419.3654296337245,-14404.00626665417,0.7357911609462636,0.7491476914153241,0.7365048050932931,0.7506955118999354,0.6779,0.6944,0.6979,0.7022
CRepDyn_static,False,0,100,3,0.5,0.2,5,0.05426009601055278,0.0,0.6529940164397485,0.2,0.9140753593865858,0.8899812094141548,-5294.942144887969,-16532.452692659528,0.765416179292705,0.775116749842592,0.8118541968560464,0.8095673096970254,0.7156,0.7313,0.7807,0.7586
CRepDyn_static,False,0,100,3,0.5,0.2,6,0.0664185136944915,0.0,0.6089851213087462,0.2,0.9155693664550653,0.8860855483707679,-5263.7969838550125,-17152.132838909252,0.7552649039376975,0.7606192160223095,0.7986352173606769,0.8016262166607993,0.6966,0.7049,0.7596,0.7518
CRepDyn_static0,False,0,100,3,0.5,0.2,3,0.0,0.0,0.7848436671966086,0.2,0.916008900325491,0.9164457114765024,-5981.738484195266,-14722.77628072712,0.7878640411358863,0.7944938444877602,0.7936370133889806,0.7996940596456554,0.7367,0.7465,0.7472,0.7519
CRepDyn_static0,False,0,100,3,0.5,0.2,4,0.0,0.0,0.715329768270945,0.2,0.8808008941892561,0.8813301229913036,-6256.118974078495,-16254.814546425667,0.8282509745115614,0.8306212725386697,0.8254066339324249,0.822043355965153,0.7911,0.7958,0.7833,0.7874
CRepDyn_static0,False,0,100,3,0.5,0.2,5,0.0,0.0,0.6639225550727954,0.2,0.8895122575644142,0.8897212635923184,-5609.874819845427,-16602.199888906285,0.8183262269163227,0.8125417869208809,0.8219694670105885,0.8172501696364761,0.7846,0.7683,0.7771,0.773
CRepDyn_static0,False,0,100,3,0.5,0.2,6,0.0,0.0,0.6228996480042508,0.2,0.8867921558782694,0.8852700087689114,-5402.560653434137,-17297.660383597104,0.8080348395976118,0.8106174952130497,0.8056184030720214,0.8026967495089224,0.7702,0.7631,0.7555,0.7529
