algo,constrained,flag_data_T,rseed,K,eta0,beta0,T,eta,eta_aggr,beta,beta_aggr,auc,auc_aggr,loglik,loglik_aggr,CS_U,CS_V,CS_U_aggr,CS_V_aggr,F1_U,F1_V,F1_U_aggr,F1_V_aggr
CRepDyn_static0,False,0,100,3,0.2,0.2,1,0.0,0.0,0.2,0.2,0.8941760244000959,0.8950024415606097,-14015.290425878335,-13919.170085829022,0.7144804411699108,0.7201725715350303,0.7077358375855899,0.72639862838963,0.663,0.6674,0.6555,0.6689
CRepDyn_static,False,0,100,3,0.2,0.2,1,0.0,0.0,0.2,0.2,0.8939354362406735,0.8962516079015521,-13901.275411297203,-13875.281415828784,0.7099066930083802,0.7289051131397412,0.7172598482757494,0.7331233525890138,0.6644,0.6773,0.6683,0.6778
CRepDyn_static0,False,0,100,3,0.2,0.2,2,0.0,0.0,0.8722308088614117,0.2,0.9166929366368319,0.9178303317014744,-6996.367612798171,-14078.596565722277,0.7382370740774259,0.751582409030457,0.7439186593584196,0.7622300498599366,0.6853,0.7049,0.6944,0.7065
CRepDyn_static0,False,0,100,3,0.2,0.2,3,0.0,0.0,0.7841603257957348,0.2,0.9343439084034313,0.9329730207635423,-5344.465795985322,-14455.680691002555,0.781355176133778,0.7928548917046565,0.7790375098332455,0.7875055971880804,0.7366,0.7462,0.7334,0.7409
CRepDyn_static,False,0,100,3,0.2,0.2,2,2.929295475227256e-192,0.0,0.8722308088614117,0.2,0.9141309653423634,0.9168456636439063,-7052.407267167541,-14102.709124320345,0.7351645748787404,0.7437799455914863,0.7386725667251312,0.7527332613084977,0.6898,0.6924,0.6917,0.71
CRepDyn_static0,False,0,100,3,0.2,0.2,4,0.0,0.0,0.719237117183202,0.2,0.8769362566031094,0.8778404170361218,-5921.720260000498,-16160.81578600103,0.8164247080156379,0.816523070385083,0.8101903917430794,0.8108098368530575,0.7792,0.773,0.768,0.767
CRepDyn_static,False,0,100,3,0.2,0.2,3,2.7878286892504976e-21,0.0,0.7841603257957348,0.2,0.9339322949722192,0.9325278954559062,-5247.24141559394,-14434.40126999565,0.7840276734942416,0.7985000368938105,0.7781490599663304,0.7913991127668885,0.737,0.7465,0.7401,0.7408
CRepDyn_static0,False,0,100,3,0.2,0.2,5,0.0,0.0,0.6695894778796334,0.2,0.8781788432015656,0.8783754090132359,-5161.285268077222,-16266.17854885474,0.7909816670553091,0.7897534497829392,0.7874425944174617,0.7910835914767823,0.7449,0.7498,0.7466,0.745
CRepDyn_static0,False,0,100,3,0.2,0.2,6,0.0,0.0,0.6302090641223519,0.2,0.8867601401479593,0.8844563725289893,-4869.822924221102,-16882.546378808198,0.7784427422322986,0.7808778866387907,0.7845213862232936,0.7836630443864856,0.7378,0.733,0.7469,0.7324
CRepDyn_static,False,0,100,3,0.2,0.2,4,0.006995304997995813,0.0,0.7179296266461397,0.2,0.8865213327409089,0.8784506040986674,-5865.10929290215,-16124.536906489746,0.8089747746710816,0.8101667161444123,0.8046667544205823,0.8096296123514519,0.7615,0.7674,0.7684,0.766
CRepDyn_static,False,0,100,3,0.2,0.2,5,0.015820741792056205,0.0,0.6663992551038593,0.2,0.8942520027645827,0.879817129078175,-5052.149349823203,-16278.734753852877,0.7781716994160975,0.7863686522457586,0.7952745611504304,0.790665006958182,0.7248,0.7463,0.753,0.7482
CRepDyn_static,False,0,100,3,0.2,0.2,6,0.023472464317150086,0.0,0.6252749677878782,0.2,0.901708204749964,0.8864947286249237,-4770.478248073959,-16778.51059044777,0.7587567745142674,0.7639584779256651,0.7776218583952478,0.7753396403545887,0.7064,0.7165,0.7381,0.7231
