algo,constrained,flag_data_T,rseed,K,eta0,beta0,T,eta,eta_aggr,beta,beta_aggr,auc,auc_aggr,loglik,loglik_aggr,CS_U,CS_V,CS_U_aggr,CS_V_aggr,F1_U,F1_V,F1_U_aggr,F1_V_aggr
CRepDyn_static0,False,0,100,3,0.2,0.2,1,0.0,0.0,0.2,0.2,0.9034492183631669,0.9023862618564154,-13876.355590670766,-13889.21907820214,0.7034052876923136,0.7310300897309385,0.7051010182049811,0.7297453108541754,0.6393,0.6812,0.634,0.6767
CRepDyn_static,False,0,100,3,0.2,0.2,1,0.0,0.0,0.2,0.2,0.9039167610101582,0.9049555072259438,-13915.094147690761,-13774.392024291687,0.7113874479603337,0.7368256361863732,0.7055364627536803,0.7366818218824385,0.642,0.6905,0.6518,0.6847
CRepDyn_static0,False,0,100,3,0.2,0.2,2,0.0,0.0,0.8635430038510913,0.2,0.9105983354970153,0.9121583503868851,-7161.086113753417,-14307.350219697611,0.7389039626524938,0.762341845122939,0.7405082362132733,0.7637338477508228,0.6801,0.7043,0.6764,0.7036
CRepDyn_static,False,0,100,3,0.2,0.2,2,2.5557102163845064e-155,0.0,0.8635430038510913,0.2,0.9119724919364982,0.9120956608671184,-7120.65837371951,-14312.917249413209,0.7417026171903286,0.7681849165521671,0.738226498229461,0.7690800361634783,0.6771,0.7078,0.675,0.7168
CRepDyn_static,False,0,100,3,0.2,0.2,3,0.001080159437092912,0.0,0.7744575060075479,0.2,0.9300124000265034,0.927066028805183,-5440.016351473547,-14692.756031264369,0.763811317715168,0.7963556070836572,0.7668250538970894,0.7978115114124996,0.7139,0.7401,0.7223,0.7483
CRepDyn_static0,False,0,100,3,0.2,0.2,3,0.0,0.0,0.7746344564526384,0.2,0.926165987105076,0.9281220546850755,-5563.5228811403695,-14703.44284817656,0.7683479227190863,0.7964270561799125,0.7625865642508379,0.7905546798049877,0.7234,0.7448,0.7167,0.739
CRepDyn_static,False,0,100,3,0.2,0.2,4,0.010647311723767079,0.0,0.7081830419525337,0.2,0.895025575270752,0.8885447596630659,-5484.022742555696,-15898.812246894671,0.7944460820131672,0.815292959951217,0.8005591355629917,0.82296626156224,0.7457,0.7628,0.7594,0.7724
CRepDyn_static0,False,0,100,3,0.2,0.2,4,0.0,0.0,0.7102088584803747,0.2,0.8872060703591509,0.8903148739430917,-5550.326156013392,-15661.714701140649,0.7957321966297939,0.8197186726826202,0.8012572653583463,0.8258471038564263,0.7506,0.7681,0.7563,0.7822
CRepDyn_static,False,0,100,3,0.2,0.2,5,0.01794692826941567,0.0,0.6580460988959106,0.2,0.9057005194817651,0.8894927170413024,-4777.7482030153005,-16186.778646713261,0.7639405699430937,0.7854058044557225,0.787511181727027,0.8149152136924633,0.7126,0.7292,0.7411,0.7609
CRepDyn_static0,False,0,100,3,0.2,0.2,5,0.0,0.0,0.6617141069752895,0.2,0.8910393378760162,0.8901771385793138,-4962.708183507628,-16124.6869036214,0.7889386704413106,0.8112154683893413,0.7829768642670482,0.8099865190015628,0.7486,0.7513,0.7379,0.7534
CRepDyn_static,False,0,100,3,0.2,0.2,6,0.024914668446645267,0.0,0.6192632788250368,0.2,0.8911209968914952,0.8762273400538604,-5026.355454965276,-17169.096497968712,0.7424119070489569,0.7629461783763648,0.7682019447841092,0.7911507267900438,0.687,0.7097,0.7106,0.7407
CRepDyn_static0,False,0,100,3,0.2,0.2,6,0.0,0.0,0.6245425039707204,0.2,0.8793137879722289,0.8776323848016534,-5090.5588857859175,-17126.63248603972,0.7627798141297298,0.7808536023718667,0.7652592338750966,0.7845319409362684,0.7122,0.7296,0.7182,0.7322
