algo,constrained,flag_data_T,rseed,K,eta0,beta0,T,eta,eta_aggr,beta,beta_aggr,auc,auc_aggr,loglik,loglik_aggr,CS_U,CS_V,CS_U_aggr,CS_V_aggr,F1_U,F1_V,F1_U_aggr,F1_V_aggr
CRepDyn_static0,False,0,100,3,0.05,0.2,1,0.0,0.0,0.2,0.2,0.8992024591678238,0.8987730116362288,-13365.902820704901,-13442.481821406564,0.6949578087139462,0.7000517386456103,0.6899285489235459,0.6887473056737534,0.6328,0.6436,0.6338,0.6361
CRepDyn_static,False,0,100,3,0.05,0.2,1,0.0,0.0,0.2,0.2,0.9007669093118539,0.8998904837446412,-13316.566807734129,-13377.122667366797,0.702366939304206,0.7042477566357652,0.7004850437252701,0.6982694363956745,0.635,0.6442,0.6437,0.6453
CRepDyn_static0,False,0,100,3,0.05,0.2,2,0.0,0.0,0.8727128082736676,0.2,0.9090097429554587,0.9076833801409896,-6896.795439510164,-13958.985254268799,0.7270903378666083,0.728572026941429,0.7136341128983729,0.7224412729043932,0.6731,0.6735,0.6587,0.6607
CRepDyn_static0,False,0,100,3,0.05,0.2,3,0.0,0.0,0.7866118091849218,0.2,0.9264727431120754,0.9264495457351853,-5076.621179130332,-14088.439927898227,0.756329514233831,0.7547568354321791,0.7611002475242874,0.7667214357395844,0.7086,0.6957,0.7058,0.7116
CRepDyn_static,False,0,100,3,0.05,0.2,2,0.0,0.0,0.8727128082736676,0.2,0.9095818924219041,0.9086896514004736,-6967.723181192753,-14000.576714943174,0.7168626000268083,0.7262147059673367,0.7162271340699381,0.7187807595282776,0.6525,0.663,0.6663,0.6634
CRepDyn_static0,False,0,100,3,0.05,0.2,4,0.0,0.0,0.7239598278335726,0.2,0.8819870981968977,0.8792830991942071,-5311.11306331451,-15502.324169525724,0.7801038143833737,0.7802790534630551,0.7822342214876105,0.7785799992027237,0.7334,0.735,0.7293,0.7294
CRepDyn_static0,False,0,100,3,0.05,0.2,5,0.0,0.0,0.6753518766756035,0.2,0.8840968209104344,0.8860171072257383,-4934.221924586467,-15739.088499665848,0.7719605770230906,0.7609545417225169,0.7603507379515311,0.7581635019526876,0.7224,0.7148,0.7126,0.7066
CRepDyn_static,False,0,100,3,0.05,0.2,3,7.864282830292143e-246,0.0,0.7866118091849218,0.2,0.9256677035387135,0.9262817898855972,-5070.445853057661,-14083.594837857221,0.7494990276423595,0.7553998541155336,0.7562942580199115,0.7587019768067362,0.695,0.6904,0.7027,0.7122
CRepDyn_static0,False,0,100,3,0.05,0.2,6,0.0,0.0,0.6367759684734926,0.2,0.8761446026995007,0.8754392188627623,-4673.0214780239185,-16068.168863640902,0.7421023752363046,0.7462841166955626,0.7510719521025132,0.752264465621633,0.6847,0.6907,0.697,0.6974
CRepDyn_static,False,0,100,3,0.05,0.2,4,2.8923611359194888e-126,0.0,0.7239598278335726,0.2,0.8808551029250381,0.8810270455406253,-5398.946075339262,-15426.715337910817,0.7830655598190829,0.781337125174794,0.7849700101228004,0.7835385076316496,0.7325,0.7287,0.7341,0.7421
CRepDyn_static,False,0,100,3,0.05,0.2,5,5.804335126504394e-48,0.0,0.6753518766756035,0.2,0.8857270120805961,0.8861829268505578,-4875.205305284158,-15871.41598630614,0.7662246449536765,0.7654330833761708,0.7554671494835719,0.7520354279827911,0.7199,0.7128,0.7018,0.7075
CRepDyn_static,False,0,100,3,0.05,0.2,6,0.001091614584645178,0.0,0.6365470912328786,0.2,0.876937065635416,0.8764090088853581,-4638.266203493929,-16257.614529334707,0.7377705947721663,0.7316874071137861,0.748618506346882,0.7478784167531303,0.6848,0.6867,0.6858,0.6944
