algo,constrained,flag_data_T,rseed,K,eta0,beta0,T,eta,eta_aggr,beta,beta_aggr,auc,auc_aggr,loglik,loglik_aggr,CS_U,CS_V,CS_U_aggr,CS_V_aggr,F1_U,F1_V,F1_U_aggr,F1_V_aggr
CRepDyn_static0,False,0,100,3,0.2,0.2,1,0.0,0.0,0.2,0.2,0.8908074701693109,0.8837771342932096,-13722.601792922851,-13732.097591082878,0.7155820199517632,0.7178618084809039,0.6996324223635431,0.7008697838836744,0.6629,0.6703,0.6455,0.6484
CRepDyn_static,False,0,100,3,0.2,0.2,1,0.0,0.0,0.2,0.2,0.8914213994181379,0.8864774353210395,-13703.846558923964,-13694.831790765928,0.7090419350778716,0.7086184146731614,0.7152213921777789,0.7066241703701754,0.6467,0.6522,0.65,0.6534
CRepDyn_static0,False,0,100,3,0.2,0.2,2,0.0,0.0,0.8673996555835211,0.2,0.9278181298072434,0.9276912115502784,-6800.297430702729,-13586.531021394783,0.7563397204822322,0.7486280277768368,0.7570560672646666,0.750447217402839,0.7135,0.7035,0.7154,0.702
CRepDyn_static,False,0,100,3,0.2,0.2,2,3.052049903281688e-129,0.0,0.8673996555835211,0.2,0.9241998304723901,0.9265505280033233,-6874.60362571276,-13642.396089721828,0.7471330653227697,0.7433937475515,0.7439919840935963,0.7486735165456907,0.6982,0.6931,0.6984,0.6968
CRepDyn_static0,False,0,100,3,0.2,0.2,3,0.0,0.0,0.7745183887915938,0.2,0.9231410152975505,0.92092290908458,-5542.136483567005,-14287.475677428845,0.7755959413857825,0.7640984973384959,0.7735759160844164,0.7705802269967186,0.7323,0.712,0.7265,0.7202
CRepDyn_static,False,0,100,3,0.2,0.2,3,0.003087249122616439,0.0,0.7740130600363224,0.2,0.9252803890733866,0.9238109408666496,-5497.685923011303,-14284.492464032066,0.7751398642078985,0.7653427352985337,0.7801330154701251,0.7771410482258475,0.7372,0.7154,0.7339,0.7239
CRepDyn_static0,False,0,100,3,0.2,0.2,4,0.0,0.0,0.7079162031887284,0.2,0.8875924666386199,0.8858324333303689,-5472.0711376912,-15451.878450527602,0.803680186545342,0.8006953835076634,0.8072314529609361,0.8061791810108571,0.7621,0.7518,0.7636,0.7617
CRepDyn_static,False,0,100,3,0.2,0.2,4,0.01108648515702077,0.0,0.7058054204577331,0.2,0.8934932661738471,0.8866825429103251,-5523.506081092582,-15442.799933993607,0.8014925897657132,0.8037716641522338,0.8046889040003823,0.8052700670277955,0.7605,0.7552,0.7665,0.7574
CRepDyn_static0,False,0,100,3,0.2,0.2,5,0.0,0.0,0.6570079244376853,0.2,0.8871695231710243,0.8876354455503515,-5239.750366696402,-15892.46877821194,0.7828542432066732,0.7859492132016053,0.7836593659424678,0.7859722576791068,0.7425,0.7395,0.7447,0.7321
CRepDyn_static,False,0,100,3,0.2,0.2,5,0.017318254013704952,0.0,0.6534629471988104,0.2,0.9021844231734961,0.887140927989723,-5098.1908179895,-16032.47341512734,0.7796149256101389,0.7799890516532506,0.7854293289285901,0.7925100077314123,0.7454,0.727,0.7425,0.7423
CRepDyn_static0,False,0,100,3,0.2,0.2,6,0.0,0.0,0.6187131216633888,0.2,0.8922993435502565,0.8915734153289021,-4751.583407830026,-16117.734769855642,0.777269076831792,0.7771092157701299,0.7785786272992207,0.7805395344012181,0.7242,0.7206,0.7223,0.7283
CRepDyn_static,False,0,100,3,0.2,0.2,6,0.024962052359683642,0.0,0.613419520977567,0.2,0.9040653668550197,0.8918169288614847,-4630.18173843731,-16212.524657066915,0.7541331165556462,0.7479679043367184,0.7748599428491485,0.7707975125248037,0.6978,0.6974,0.7267,0.716
