algo,constrained,flag_data_T,rseed,K,eta0,beta0,T,eta,eta_aggr,beta,beta_aggr,auc,auc_aggr,loglik,loglik_aggr,CS_U,CS_V,CS_U_aggr,CS_V_aggr,F1_U,F1_V,F1_U_aggr,F1_V_aggr
CRepDyn_static,False,0,100,3,0.05,0.2,1,0.0,0.0,0.2,0.2,0.9120560057943006,0.9126614183052116,-13349.671702179072,-13350.095301913098,0.7220380952827103,0.7520486554912418,0.7336620625757223,0.7593702456003594,0.6639,0.6907,0.6905,0.7088
CRepDyn_static0,False,0,100,3,0.05,0.2,1,0.0,0.0,0.2,0.2,0.9111772277839616,0.9129221233518507,-13421.852766226137,-13405.845863082714,0.7251768261140492,0.7552431533055495,0.7293486875641324,0.7608134122078714,0.6606,0.7017,0.6749,0.7026
CRepDyn_static,False,0,100,3,0.05,0.2,2,2.2508946171392572e-291,0.0,0.8665190780049487,0.2,0.9317756297598293,0.9332059526884309,-6607.32477812744,-13690.517540017081,0.7532510794602445,0.7730321817311687,0.7553265539326659,0.7777131535420261,0.693,0.7159,0.7082,0.7186
CRepDyn_static,False,0,100,3,0.05,0.2,3,7.918062667866058e-161,0.0,0.776762402088773,0.2,0.9264985548746181,0.9266039003504268,-5269.430391631729,-14309.839238529712,0.7733213349081829,0.7904884410681162,0.7797599722302934,0.7887146179884758,0.7226,0.7464,0.7273,0.736
CRepDyn_static0,False,0,100,3,0.05,0.2,2,0.0,0.0,0.8665190780049487,0.2,0.9301628860395349,0.933616367886916,-6571.5847564649375,-13695.335859491332,0.7658616990556851,0.782151972219975,0.7525724971928084,0.7696498050140635,0.7162,0.7345,0.6942,0.7122
CRepDyn_static,False,0,100,3,0.05,0.2,4,5.966114613361182e-63,0.0,0.7133644859813086,0.2,0.8819291711060631,0.8830970867717717,-5194.664531483676,-15534.200293771686,0.8112881737056624,0.8191577532225108,0.7986883565276851,0.8107042139508946,0.7654,0.7798,0.7498,0.7688
CRepDyn_static0,False,0,100,3,0.05,0.2,3,0.0,0.0,0.776762402088773,0.2,0.926259780158635,0.9272753940012255,-5228.50741032744,-14209.000064135693,0.7713967662450896,0.7844283001548006,0.7765701942187968,0.7903856015560358,0.7205,0.7336,0.7242,0.7429
CRepDyn_static,False,0,100,3,0.05,0.2,5,4.974498524923277e-26,0.0,0.6650572831423898,0.2,0.8896168833885192,0.8890793823841269,-4812.224635761227,-15855.528975288134,0.7904949728037258,0.8048268261213782,0.782793866480399,0.800691004229258,0.7421,0.753,0.7316,0.7507
CRepDyn_static,False,0,100,3,0.05,0.2,6,0.0007198870101981742,0.0,0.6270493589388118,0.2,0.8784201035830034,0.8801324008341296,-4622.14697014134,-16264.195033844615,0.7588273809127583,0.7672071233371404,0.7636986118601855,0.7702533595193414,0.7078,0.7068,0.7131,0.7148
CRepDyn_static0,False,0,100,3,0.05,0.2,4,0.0,0.0,0.7133644859813086,0.2,0.8817246049774847,0.882963507533572,-5257.368282625555,-15428.869477721724,0.8088415854684194,0.8161803476249343,0.8047928865745136,0.8131272933841711,0.7589,0.768,0.7534,0.7674
CRepDyn_static0,False,0,100,3,0.05,0.2,5,0.0,0.0,0.6650572831423898,0.2,0.888879002915129,0.890569949177338,-4801.891077226828,-15816.1694276491,0.7870718998898039,0.7954818162542151,0.7877410803024453,0.8016482259765548,0.7471,0.7419,0.7403,0.7461
CRepDyn_static0,False,0,100,3,0.05,0.2,6,0.0,0.0,0.6272025629823796,0.2,0.8805304120399117,0.8773096861746414,-4536.446944593968,-16263.221685167424,0.7735394804863338,0.7823619064530052,0.7634144060751547,0.7684228819574848,0.726,0.7334,0.7134,0.7152
