algo,constrained,flag_data_T,rseed,K,eta0,beta0,T,eta,eta_aggr,beta,beta_aggr,auc,auc_aggr,loglik,loglik_aggr,CS_U,CS_V,CS_U_aggr,CS_V_aggr,F1_U,F1_V,F1_U_aggr,F1_V_aggr
CRepDyn_static0,False,0,100,3,0.05,0.2,1,0.0,0.0,0.2,0.2,0.9037532199568483,0.9047660275483267,-13338.912908403818,-13281.12050112533,0.6989525146667206,0.7138283151394565,0.698552418062957,0.7090994273969156,0.6485,0.6532,0.6443,0.6557
CRepDyn_static0,False,0,100,3,0.05,0.2,2,0.0,0.0,0.8645349608597586,0.2,0.9005194683192542,0.9023428198051203,-6893.66031956703,-13962.423417708453,0.7139335398995368,0.7174988990861444,0.7085559298003129,0.7358374475386795,0.6532,0.6639,0.652,0.6803
CRepDyn_static,False,0,100,3,0.05,0.2,1,0.0,0.0,0.2,0.2,0.9033205864416437,0.9050530074762446,-13236.041569623916,-13303.614018376626,0.7006915655069967,0.7188780468472894,0.7049435756681334,0.711137823109822,0.6391,0.6599,0.6522,0.6603
CRepDyn_static0,False,0,100,3,0.05,0.2,3,0.0,0.0,0.7820004406256886,0.2,0.9221226086354661,0.9194597575416342,-5170.555985086432,-14126.07303251174,0.7601842219324565,0.7682041579384986,0.7494631528434081,0.7619410171713143,0.7068,0.7176,0.6899,0.7101
CRepDyn_static,False,0,100,3,0.05,0.2,2,0.0,0.0,0.8645349608597586,0.2,0.9029320093787936,0.9034098972131552,-6789.537184329792,-13852.691953336694,0.7136319273740517,0.7314273528006868,0.7220079999547392,0.737970717211329,0.6612,0.6752,0.6564,0.6821
CRepDyn_static0,False,0,100,3,0.05,0.2,4,0.0,0.0,0.7194142654700049,0.2,0.8955281670530835,0.893057719466618,-5017.418260999121,-15235.745723592343,0.7866187961240614,0.7963644527468677,0.7897818159907093,0.8036239407177106,0.7293,0.7414,0.7338,0.745
CRepDyn_static0,False,0,100,3,0.05,0.2,5,0.0,0.0,0.6703360370799539,0.2,0.8885367620266861,0.889224034473076,-4695.0510293535335,-15599.74471759481,0.7758608992039878,0.7901587610438656,0.7751469128447542,0.7869102068931977,0.7314,0.7368,0.7271,0.7392
CRepDyn_static,False,0,100,3,0.05,0.2,3,7.774668288377912e-235,0.0,0.7820004406256886,0.2,0.9183425283400877,0.9225497930264066,-5183.796906543896,-14041.55032734816,0.7493296619502492,0.761699036380013,0.75702405048996,0.7746413375705972,0.6972,0.6959,0.7041,0.7223
CRepDyn_static0,False,0,100,3,0.05,0.2,6,0.0,0.0,0.6321559970566595,0.2,0.8696468009517122,0.8705487411441437,-4811.367901794419,-16543.14980002089,0.7618805600782405,0.764898202175504,0.7548009503696744,0.7598288326876064,0.704,0.7062,0.6951,0.6974
CRepDyn_static,False,0,100,3,0.05,0.2,4,3.264039516121766e-91,0.0,0.7194142654700049,0.2,0.8969934771762529,0.894330589028827,-5068.355737628591,-15122.79640536923,0.7899077190719125,0.7964742947811774,0.7886120137899334,0.7908838509584493,0.735,0.7466,0.7414,0.7371
CRepDyn_static,False,0,100,3,0.05,0.2,5,3.5258392752340314e-33,0.0,0.6703360370799539,0.2,0.8896662842515569,0.8892509602323109,-4717.4372999286925,-15628.246664010821,0.7687181253279539,0.7810800214308876,0.77279063133667,0.7916281650774467,0.7151,0.7412,0.73,0.7457
CRepDyn_static,False,0,100,3,0.05,0.2,6,0.001243102095459753,0.0,0.6318940544858863,0.2,0.8717309670886744,0.8690199422954054,-4997.945180179397,-16481.63438110463,0.7518836316726013,0.7631368288116185,0.7615071004378576,0.7642924138517546,0.7011,0.7091,0.7125,0.7069
