algo,constrained,flag_data_T,rseed,K,eta0,beta0,T,eta,eta_aggr,beta,beta_aggr,auc,auc_aggr,loglik,loglik_aggr,CS_U,CS_V,CS_U_aggr,CS_V_aggr,F1_U,F1_V,F1_U_aggr,F1_V_aggr
CRepDyn_static,False,0,100,3,0.2,0.2,1,0.0,0.0,0.2,0.2,0.8824354835958101,0.8871327213749202,-14199.980899750948,-14110.940843984019,0.6985173505558396,0.7118315951416735,0.7028649792053043,0.7323550328235595,0.6328,0.6621,0.6393,0.6765
CRepDyn_static0,False,0,100,3,0.2,0.2,1,0.0,0.0,0.2,0.2,0.884657454998757,0.8820149099365866,-14225.298086151135,-14199.146462536539,0.7013365398781999,0.7229568803728411,0.6983261522749444,0.7198773208342768,0.6359,0.6655,0.631,0.6641
CRepDyn_static,False,0,100,3,0.2,0.2,2,1.0761232294216335e-206,0.0,0.869800386349002,0.2,0.8993850756117591,0.9034786444563222,-7474.521950714494,-14524.228796594558,0.7281703726123017,0.7414112467859694,0.7387533749661563,0.7562401136144561,0.6755,0.6865,0.6867,0.7024
CRepDyn_static0,False,0,100,3,0.2,0.2,2,0.0,0.0,0.869800386349002,0.2,0.8998015679166206,0.9040365056941226,-7365.205308458289,-14479.267397204017,0.7334278852632283,0.743878844097872,0.7442342305841121,0.7581526777878148,0.6787,0.6904,0.6906,0.7133
CRepDyn_static,False,0,100,3,0.2,0.2,3,4.333552821680922e-10,0.0,0.7833723652697742,0.2,0.9311204602627303,0.9298602111207672,-5268.784163130229,-14392.713239098874,0.776320023839607,0.7874897270880125,0.7801472041810427,0.7966961613744818,0.7264,0.7417,0.7296,0.7506
CRepDyn_static0,False,0,100,3,0.2,0.2,3,0.0,0.0,0.7833723653395785,0.2,0.9303688536003308,0.9330501032624948,-5303.246942439998,-14321.355344004096,0.7849073798432514,0.7979361064726883,0.787557025559346,0.8001200120084758,0.7328,0.7571,0.7363,0.7558
CRepDyn_static0,False,0,100,3,0.2,0.2,4,0.0,0.0,0.7173279941754643,0.2,0.881659746539402,0.8802691994647837,-5567.603068580642,-15979.524200789241,0.8058044144594091,0.8194330282701525,0.804761839927007,0.8197338924147173,0.757,0.7693,0.7516,0.7702
CRepDyn_static,False,0,100,3,0.2,0.2,4,0.008445445224089201,0.0,0.7157472309309715,0.2,0.8880611968053886,0.8809142722691631,-5579.7549868623755,-15867.875766607875,0.7972969788977546,0.810985019821165,0.806004143200694,0.8226420474142069,0.7435,0.7654,0.7535,0.767
CRepDyn_static0,False,0,100,3,0.2,0.2,5,0.0,0.0,0.6690727373681291,0.2,0.8913434921142294,0.89145260587006,-4901.765104046506,-16061.874157039774,0.781781409123656,0.8021236304559687,0.7822116846662358,0.8032796991396517,0.74,0.758,0.7314,0.7582
CRepDyn_static,False,0,100,3,0.2,0.2,5,0.014784131682474643,0.0,0.666088624855164,0.2,0.9076716736180269,0.8909748788311093,-4802.60923333512,-16133.098890112142,0.7716251639312735,0.788538619324108,0.7883374886269405,0.8021614850003228,0.7198,0.7424,0.7437,0.7608
CRepDyn_static0,False,0,100,3,0.2,0.2,6,0.0,0.0,0.6300098439038112,0.2,0.8868823890120408,0.8840904518354342,-4606.697683799787,-16641.949600795317,0.7667253409359477,0.7908519051211228,0.7657187096609704,0.7883504292134783,0.71,0.744,0.7134,0.735
CRepDyn_static,False,0,100,3,0.2,0.2,6,0.021222114703268926,0.0,0.6255378670561496,0.2,0.9053824558624606,0.8857969317367526,-4513.422623056489,-16603.447233593408,0.7467084594802437,0.7674194215038529,0.7618428293883883,0.7822887759778303,0.6966,0.7151,0.7127,0.7282
