algo,constrained,flag_data_T,rseed,K,eta0,beta0,T,eta,eta_aggr,beta,beta_aggr,auc,auc_aggr,loglik,loglik_aggr,CS_U,CS_V,CS_U_aggr,CS_V_aggr,F1_U,F1_V,F1_U_aggr,F1_V_aggr
CRepDyn_static,False,0,100,3,0.2,0.2,1,0.0,0.0,0.2,0.2,0.9022684356378766,0.9008597095517167,-13524.907139151012,-13621.098687224312,0.7098604225848824,0.7190918673087692,0.7021740059756414,0.7115252638722362,0.6628,0.665,0.6484,0.6615
CRepDyn_static0,False,0,100,3,0.2,0.2,1,0.0,0.0,0.2,0.2,0.9008715051618257,0.9013052524257558,-13561.816480400357,-13593.694508784705,0.7060220481612981,0.7179778836467332,0.7131867151566754,0.7172511731731386,0.6526,0.6548,0.6621,0.6616
CRepDyn_static,False,0,100,3,0.2,0.2,2,3.20388214724112e-162,0.0,0.8675331495339373,0.2,0.9195406943132286,0.919358364171976,-6825.517166391568,-13935.015951494093,0.7311772354321929,0.7435130018779259,0.7310428976256889,0.7443117107297087,0.6876,0.6846,0.6791,0.7036
CRepDyn_static0,False,0,100,3,0.2,0.2,2,0.0,0.0,0.8675331495339373,0.2,0.9192929345209883,0.9193181967202636,-6892.32941998298,-14001.14929723087,0.728842829626585,0.7463833101471302,0.7334057811060247,0.7492673236826988,0.6813,0.6953,0.687,0.6941
CRepDyn_static,False,0,100,3,0.2,0.2,3,3.5619454278746397e-06,0.0,0.781910849133776,0.2,0.9158393863798571,0.9132933944659953,-5302.337378393996,-14383.246069398268,0.7574004145926793,0.7759097282138816,0.7638915586517568,0.7729616251587615,0.7031,0.727,0.7142,0.721
CRepDyn_static0,False,0,100,3,0.2,0.2,3,0.0,0.0,0.7819114117390358,0.2,0.9146043346350213,0.9145453218922592,-5346.675911228706,-14375.765278538625,0.7591375054092744,0.7720273156148053,0.7625928834736986,0.7748795703879335,0.7117,0.7244,0.7106,0.7256
CRepDyn_static,False,0,100,3,0.2,0.2,4,0.010050706476970395,0.0,0.7178255194985752,0.2,0.8929372507838625,0.8841885291686217,-5458.237392983937,-15565.880392965339,0.7910391143827745,0.8053662619490969,0.7957063339213979,0.8105468358676494,0.7395,0.7514,0.7574,0.7634
CRepDyn_static0,False,0,100,3,0.2,0.2,4,0.0,0.0,0.7197019096413603,0.2,0.8829500800619641,0.8840164220121992,-5528.108561761318,-15555.74071718855,0.7975700698337302,0.8075890046968566,0.7926294662497305,0.8069383375527618,0.76,0.7575,0.7499,0.7613
CRepDyn_static0,False,0,100,3,0.2,0.2,5,0.0,0.0,0.6703679688766415,0.2,0.8698130251681363,0.8698837536704075,-5754.461739810244,-16647.573091034876,0.7782524790604398,0.8023651447840742,0.7800136956276305,0.7987702990145462,0.729,0.7568,0.7389,0.7622
CRepDyn_static,False,0,100,3,0.2,0.2,5,0.01780059281540125,0.0,0.6667761706111807,0.2,0.88390204645744,0.8717278413301698,-5446.880316491269,-16577.848542508582,0.7680449526757174,0.7848266469026095,0.7727423907410061,0.794548884101219,0.7169,0.7375,0.7294,0.7469
CRepDyn_static0,False,0,100,3,0.2,0.2,6,0.0,0.0,0.6331834082958523,0.2,0.8977657730220125,0.8956850570558196,-4665.3403540728605,-16333.64121202003,0.7602214030765075,0.7782810171728438,0.7628278139792032,0.7802031224186468,0.7025,0.7314,0.7147,0.7368
CRepDyn_static,False,0,100,3,0.2,0.2,6,0.023578280205788005,0.0,0.6282475739301908,0.2,0.9127069222903385,0.8965020148130309,-4365.917547247705,-16396.32261302623,0.7430563472475364,0.7550291621888202,0.773726582089899,0.7907140274898679,0.6882,0.701,0.7228,0.7456
