algo,constrained,flag_data_T,rseed,K,eta0,beta0,T,eta,eta_aggr,beta,beta_aggr,auc,auc_aggr,loglik,loglik_aggr,CS_U,CS_V,CS_U_aggr,CS_V_aggr,F1_U,F1_V,F1_U_aggr,F1_V_aggr
CRepDyn_static,False,0,100,3,0.2,0.2,1,0.0,0.0,0.2,0.2,0.8938400589600887,0.8933034062763981,-13854.487941956413,-13912.389545737165,0.6997559555291993,0.7028334556093717,0.701427965685237,0.7019376784164594,0.6319,0.6575,0.648,0.6409
CRepDyn_static0,False,0,100,3,0.2,0.2,1,0.0,0.0,0.2,0.2,0.8909087491397788,0.8971075298207966,-13886.365654578796,-13841.322588205963,0.6977995027358168,0.6979136351621614,0.6986628703799629,0.6859939643457946,0.6238,0.6469,0.6401,0.6344
CRepDyn_static,False,0,100,3,0.2,0.2,2,1.2657198511427032e-189,0.0,0.8764614185502729,0.2,0.9122886666120777,0.912839685297532,-6964.490038577773,-14086.978734224478,0.7369183735349648,0.7333172605250083,0.7400304887700927,0.7375552919435836,0.6803,0.6805,0.6771,0.682
CRepDyn_static,False,0,100,3,0.2,0.2,3,7.351954262835075e-28,0.0,0.790551522375122,0.2,0.9158065774806452,0.9161336586176764,-5470.811609113301,-14613.90887605039,0.7726504213823459,0.7731620266735686,0.7661379319375845,0.7754426467043715,0.7181,0.7249,0.7154,0.7239
CRepDyn_static0,False,0,100,3,0.2,0.2,2,0.0,0.0,0.8764614185502729,0.2,0.9132579801151626,0.9115778954346387,-6885.860283469739,-14123.94716657223,0.743090550693034,0.7426616253401033,0.734345541474032,0.7299554609438196,0.6878,0.6868,0.678,0.6702
CRepDyn_static,False,0,100,3,0.2,0.2,4,0.0066786837072175835,0.0,0.7270652299793847,0.2,0.8856468139375369,0.8785895504516669,-5644.240956909152,-15924.441789330067,0.7953869552537244,0.7968793590648977,0.7941962542361527,0.7969494485698019,0.7474,0.7481,0.7579,0.749
CRepDyn_static,False,0,100,3,0.2,0.2,5,0.014131513809767982,0.0,0.6749589211930089,0.2,0.8963360586032465,0.8833015321601684,-5024.885634288389,-16369.72587981013,0.7524214683955991,0.7692112211804606,0.7701764340700199,0.7714201224721787,0.6916,0.7181,0.7193,0.7154
CRepDyn_static0,False,0,100,3,0.2,0.2,3,0.0,0.0,0.790551522375122,0.2,0.9166152011420796,0.9205210728585664,-5526.94984270602,-14557.05422133033,0.7615779556833367,0.7573569738743628,0.7709895147146029,0.7710379452315186,0.709,0.7076,0.7172,0.7184
CRepDyn_static,False,0,100,3,0.2,0.2,6,0.020012028517725825,0.0,0.63354699294624,0.2,0.9056534496822181,0.8869786679274362,-4695.897002816136,-16793.667931374155,0.7329955486807406,0.7579758526556147,0.7496158130763745,0.7659454817696749,0.6698,0.7037,0.6994,0.7177
CRepDyn_static0,False,0,100,3,0.2,0.2,4,0.0,0.0,0.728279937217247,0.2,0.8806131077496706,0.8774443925894941,-5577.8863009777915,-16016.642124390706,0.792837841232698,0.7937274220191272,0.8004674820486987,0.7998728341783018,0.7505,0.7465,0.7508,0.7442
CRepDyn_static0,False,0,100,3,0.2,0.2,5,0.0,0.0,0.6777581783194357,0.2,0.8817763778625904,0.8819327495244276,-5230.366610751582,-16417.219271638012,0.7816748302678534,0.7796088630916883,0.777814876034569,0.7851746280178638,0.7346,0.727,0.7244,0.731
CRepDyn_static0,False,0,100,3,0.2,0.2,6,0.0,0.0,0.6377006292865731,0.2,0.8871689796541333,0.8869095552887266,-4983.980879372373,-16805.466503574527,0.7465903399111633,0.7658530783660101,0.7475412341196275,0.7561965493765724,0.6867,0.7169,0.6951,0.7013
