algo,constrained,flag_data_T,rseed,K,eta0,beta0,T,eta,eta_aggr,beta,beta_aggr,auc,auc_aggr,loglik,loglik_aggr,CS_U,CS_V,CS_U_aggr,CS_V_aggr,F1_U,F1_V,F1_U_aggr,F1_V_aggr
CRepDyn_static0,False,0,100,3,0.5,0.2,1,0.0,0.0,0.2,0.2,0.8802536334660005,0.8815936014208267,-14134.422464687435,-14089.147735218425,0.7174326980183486,0.7217698374802661,0.7187153625053242,0.7290850142780206,0.6495,0.6617,0.6461,0.6681
CRepDyn_static0,False,0,100,3,0.5,0.2,2,0.0,0.0,0.8706751328236363,0.2,0.9118810229365223,0.9107620653000231,-7340.609913859885,-14318.885212862151,0.7637275245075072,0.7727196200347631,0.7637139317417645,0.7688595300795185,0.7049,0.7203,0.7081,0.723
CRepDyn_static0,False,0,100,3,0.5,0.2,3,0.0,0.0,0.7801252786920057,0.2,0.9177998984303024,0.9173792950376405,-5856.958231965212,-14694.472619925622,0.8051069858594923,0.8073957832550398,0.8080569548226894,0.8093709659950792,0.7649,0.7685,0.7676,0.7693
CRepDyn_static0,False,0,100,3,0.5,0.2,4,0.0,0.0,0.7142092587637145,0.2,0.8768207579266585,0.8760175289352163,-6150.007466512192,-16175.063435369877,0.845780766966463,0.8501083448826445,0.8409265068138047,0.8466873663520508,0.8145,0.8206,0.8071,0.8074
CRepDyn_static,False,0,100,3,0.5,0.2,1,0.0,0.0,0.2,0.2,0.8781421313861135,0.880486770262724,-14202.843277684973,-14094.567166616198,0.7133193790482832,0.7316426154770785,0.7113133708906924,0.7299676358893408,0.646,0.6718,0.6324,0.6753
CRepDyn_static0,False,0,100,3,0.5,0.2,5,0.0,0.0,0.6635342654137064,0.2,0.8921291986195032,0.8930772352576765,-5586.976651331794,-16428.937206466857,0.8337000457864365,0.8343493988506437,0.8289737363886053,0.8322034714006127,0.7931,0.8005,0.7987,0.7913
CRepDyn_static0,False,0,100,3,0.5,0.2,6,0.0,0.0,0.622434017595308,0.2,0.8809849182217102,0.880135735008223,-5578.33266878775,-17237.08587809947,0.8122894570890394,0.8157309217696347,0.808166614480102,0.8141727880481382,0.7556,0.765,0.7579,0.7655
CRepDyn_static,False,0,100,3,0.5,0.2,2,4.2633953120382894e-15,0.0,0.8706751328236363,0.2,0.9130988543274997,0.9114216613356602,-7371.400637168329,-14323.763040122842,0.7640562434740261,0.7663295329791038,0.7680568171833445,0.7711376317812118,0.7037,0.7195,0.7084,0.7124
CRepDyn_static,False,0,100,3,0.5,0.2,3,0.021016857896935446,0.0,0.7767531988209835,0.2,0.942053702682592,0.9179892461460153,-5766.956810042125,-14724.049233900298,0.7875148809917573,0.7802153630638474,0.8051383679898507,0.8137792055255963,0.7432,0.7263,0.7636,0.7747
CRepDyn_static,False,0,100,3,0.5,0.2,4,0.040303910244027887,0.0,0.7066586954320636,0.2,0.892704582228625,0.8771080179706903,-6046.367939111509,-16170.93674390611,0.8240267750788918,0.8273542759203641,0.8436957814497862,0.8479904817849218,0.7798,0.7853,0.8039,0.808
CRepDyn_static,False,0,100,3,0.5,0.2,5,0.05138565194126141,0.0,0.653182297665622,0.2,0.9154884477259249,0.893337273113214,-5105.186911677847,-16380.970675012315,0.7938628660634259,0.7960776651200665,0.829454977002183,0.8285723626341893,0.7442,0.7486,0.7987,0.7846
CRepDyn_static,False,0,100,3,0.5,0.2,6,0.06426301139366841,0.0,0.6089609574645518,0.2,0.9116112787496189,0.881184882546272,-5164.320719651138,-17232.76082586711,0.7677130553509403,0.7810436835084471,0.8109080193759396,0.8157592075756789,0.7096,0.729,0.7544,0.7672
