algo,constrained,flag_data_T,rseed,K,eta0,beta0,T,eta,eta_aggr,beta,beta_aggr,auc,auc_aggr,loglik,loglik_aggr,CS_U,CS_V,CS_U_aggr,CS_V_aggr,F1_U,F1_V,F1_U_aggr,F1_V_aggr
CRepDyn_static0,False,0,100,3,0.5,0.2,1,0.0,0.0,0.2,0.2,0.8878836170219111,0.8881295224804582,-14071.088938624773,-14143.04373911256,0.7022917280712705,0.7233902096491571,0.704778078284993,0.7266495820519023,0.6447,0.6633,0.636,0.6754
CRepDyn_static,False,0,100,3,0.5,0.2,1,0.0,0.0,0.2,0.2,0.8875222684123125,0.8851270438572189,-14117.502202679116,-14201.410802080036,0.70256497333426,0.7221506496195973,0.7029273090091581,0.7258029279974442,0.6424,0.669,0.6325,0.6697
CRepDyn_static0,False,0,100,3,0.5,0.2,2,0.0,0.0,0.8606388459556931,0.2,0.9033208313418339,0.9030781744531095,-7605.3078146927755,-14622.473441394288,0.7392576546977044,0.7612557190424993,0.7500886819741636,0.774399519969711,0.6799,0.7068,0.6954,0.7129
CRepDyn_static,False,0,100,3,0.5,0.2,2,0.0016206030969380988,0.0,0.8604536717645522,0.2,0.9043965058255344,0.9073707123769977,-7583.103704234138,-14446.015549334244,0.740992133253495,0.7600213834761861,0.7594321794655493,0.7787984492388079,0.6803,0.7086,0.7018,0.7312
CRepDyn_static0,False,0,100,3,0.5,0.2,3,0.0,0.0,0.7673885880882967,0.2,0.9229909720457524,0.9195698051385816,-5936.989296687413,-14875.135890145039,0.7911615966177067,0.8139930789477844,0.782401674057694,0.7964208497087598,0.7272,0.7715,0.734,0.7557
CRepDyn_static,False,0,100,3,0.5,0.2,3,0.02401931220387673,0.0,0.7633925065197796,0.2,0.9410015458425758,0.9183464063773942,-5833.406708183653,-14924.60155070595,0.7823260470869026,0.8012891148186474,0.7856597312670901,0.8069514849165731,0.7215,0.7509,0.7341,0.7504
CRepDyn_static0,False,0,100,3,0.5,0.2,4,0.0,0.0,0.7008591512626923,0.2,0.8905999425342066,0.8899523643214343,-6055.67990622394,-16175.50958535698,0.83424074351936,0.8561078610077993,0.828453879672892,0.8451534990971737,0.7961,0.8172,0.7877,0.8028
CRepDyn_static,False,0,100,3,0.5,0.2,4,0.04084715528311744,0.0,0.6930276225661871,0.2,0.9106655848219893,0.8904538202546259,-5999.75070576192,-16212.595781096365,0.800118760579737,0.8205217486737993,0.8278680772144829,0.8451326811352792,0.7521,0.7786,0.7821,0.807
CRepDyn_static0,False,0,100,3,0.5,0.2,5,0.0,0.0,0.6474910926365798,0.2,0.8906144954670003,0.8905559721142731,-5945.160605541904,-16835.617170007772,0.8175587886080457,0.8344898518907944,0.8170403208015719,0.830159282849809,0.7749,0.789,0.7723,0.7781
CRepDyn_static,False,0,100,3,0.5,0.2,5,0.053701520636191456,0.0,0.6364434323349295,0.2,0.9174558318976495,0.8897797305359638,-5642.9255838903355,-16868.51669943153,0.7862708037282986,0.8015600849962452,0.8156330721517581,0.8319530559895189,0.7299,0.7497,0.7679,0.7865
CRepDyn_static0,False,0,100,3,0.5,0.2,6,0.0,0.0,0.6083392499838639,0.2,0.882135672954786,0.8800100518034262,-5495.401189970864,-17379.886773082024,0.8032379471179062,0.816988851713809,0.8031948683342846,0.8174239028985618,0.756,0.775,0.7526,0.7705
CRepDyn_static,False,0,100,3,0.5,0.2,6,0.06715654190919419,0.0,0.5940857265741053,0.2,0.9164691334754823,0.881958538554691,-5138.919876282211,-17276.59816533157,0.746275207896486,0.7585261232296827,0.8045855168871813,0.813296089574565,0.6914,0.7085,0.7594,0.7736
