algo,constrained,flag_data_T,rseed,K,eta0,beta0,T,eta,eta_aggr,beta,beta_aggr,auc,auc_aggr,loglik,loglik_aggr,CS_U,CS_V,CS_U_aggr,CS_V_aggr,F1_U,F1_V,F1_U_aggr,F1_V_aggr
CRepDyn_static0,False,0,100,3,0.05,0.2,1,0.0,0.0,0.2,0.2,0.9149813551222965,0.9147269318751425,-13286.408398051099,-13282.06782868968,0.713822758534182,0.7221771696980183,0.7102370120095434,0.7333374469042117,0.6602,0.6754,0.6563,0.6864
CRepDyn_static,False,0,100,3,0.05,0.2,1,0.0,0.0,0.2,0.2,0.914232874166244,0.9151586339428779,-13214.08335596813,-13227.332230922595,0.7075567408875775,0.7193160745731365,0.7002240306146956,0.7195575858796188,0.6473,0.6691,0.6537,0.6635
CRepDyn_static0,False,0,100,3,0.05,0.2,2,0.0,0.0,0.8625262605042018,0.2,0.9210185722641495,0.9235095782333685,-6718.221989434098,-13770.739051466822,0.7474163783815423,0.7651396774981167,0.7498803700604726,0.7587851278433965,0.6989,0.7132,0.6921,0.705
CRepDyn_static0,False,0,100,3,0.05,0.2,3,0.0,0.0,0.7734178598753964,0.2,0.9354985125031616,0.9367141268286487,-5109.391043063975,-14003.781996544725,0.7796302383740601,0.7839842846233814,0.7794608642277813,0.7854162779488768,0.7217,0.7403,0.7395,0.7442
CRepDyn_static,False,0,100,3,0.05,0.2,2,0.0,0.0,0.8625262605042018,0.2,0.9214420982031659,0.9218649063016078,-6732.206387433957,-13736.102954111439,0.7446898618476189,0.7552961444210567,0.7426477665058763,0.7528593126954961,0.6955,0.6963,0.6844,0.7013
CRepDyn_static0,False,0,100,3,0.05,0.2,4,0.0,0.0,0.7081927259092615,0.2,0.8890293873364822,0.8887777593442902,-5103.166258203741,-15190.033606026593,0.7971964308495443,0.8049942537249781,0.7952186601463143,0.7982156550154637,0.7515,0.7596,0.7488,0.7425
CRepDyn_static,False,0,100,3,0.05,0.2,3,4.465783985896134e-285,0.0,0.7734178598753964,0.2,0.9358523002054379,0.9381942143775056,-5140.76400058849,-13956.51271465342,0.7700798599238916,0.779300795076565,0.7763299906648629,0.7800094582638876,0.7295,0.7324,0.7294,0.7321
CRepDyn_static0,False,0,100,3,0.05,0.2,5,0.0,0.0,0.6612837117796542,0.2,0.8848861710057069,0.887516333750078,-5025.110407446471,-15808.953520723657,0.7697129825229663,0.7668803945976228,0.7736846050487911,0.77479743562298,0.7148,0.7049,0.7267,0.7246
CRepDyn_static0,False,0,100,3,0.05,0.2,6,0.0,0.0,0.6237075870103396,0.2,0.8809432132282238,0.8812310421318825,-4686.049912972395,-16328.031833764564,0.7586217363201706,0.7661408595320316,0.758377377491582,0.7666860767136636,0.711,0.7175,0.7138,0.7122
CRepDyn_static,False,0,100,3,0.05,0.2,4,2.4034060279689593e-151,0.0,0.7081927259092615,0.2,0.8889171619780447,0.8890046958552327,-5238.075006993491,-15139.048769841944,0.8054459483463183,0.8102152889832148,0.7944804144778793,0.8037274522443496,0.7593,0.7644,0.7458,0.759
CRepDyn_static,False,0,100,3,0.05,0.2,5,5.147464881496083e-112,0.0,0.6612837117796542,0.2,0.884746293846228,0.8848389332445525,-4952.473912243082,-15835.558752921364,0.7817491719742388,0.7836284713410034,0.7764601757309244,0.775907897820182,0.7385,0.7329,0.7287,0.7168
CRepDyn_static,False,0,100,3,0.05,0.2,6,4.221670514142358e-39,0.0,0.6237075870103396,0.2,0.8810315871839508,0.88056551597808,-4699.543511071,-16422.79540730925,0.750465885821753,0.7541105140077252,0.7572815987623831,0.7611957615152215,0.6998,0.6992,0.7204,0.7136
