algo,constrained,flag_data_T,rseed,K,eta0,beta0,T,eta,eta_aggr,beta,beta_aggr,auc,auc_aggr,loglik,loglik_aggr,CS_U,CS_V,CS_U_aggr,CS_V_aggr,F1_U,F1_V,F1_U_aggr,F1_V_aggr
CRepDyn_static0,False,0,100,3,0.05,0.2,1,0.0,0.0,0.2,0.2,0.9111664303809999,0.9105182680673938,-13700.175626288861,-13667.076144618448,0.7227466738542819,0.7660211768357861,0.7251397448925241,0.7587312355140877,0.6605,0.6989,0.6622,0.702
CRepDyn_static0,False,0,100,3,0.05,0.2,2,0.0,0.0,0.8671211731412402,0.2,0.9264002386676897,0.9239557683608359,-6733.830001593987,-14017.89089066043,0.7440507222972456,0.7843166855261925,0.7456589123777917,0.7830438321407025,0.6824,0.7239,0.6813,0.7249
CRepDyn_static,False,0,100,3,0.05,0.2,1,0.0,0.0,0.2,0.2,0.9123846117308173,0.9106229018611963,-13643.805161302871,-13723.284295790962,0.7256497454741825,0.7620649930332009,0.7186330101014419,0.757141569950892,0.6531,0.6935,0.6578,0.7015
CRepDyn_static0,False,0,100,3,0.05,0.2,3,0.0,0.0,0.7788874570446737,0.2,0.9252401699776787,0.9255515051364136,-5359.950025514464,-14518.958731255905,0.7821146158618785,0.8125959773861382,0.7842494428561484,0.8150603819670945,0.7353,0.7647,0.7294,0.7656
CRepDyn_static0,False,0,100,3,0.05,0.2,4,0.0,0.0,0.7173313729093918,0.2,0.900009994133109,0.898769263485299,-5148.561172288083,-15478.7289359173,0.8060634089785897,0.828514701278564,0.8089081214706841,0.8349503307278656,0.7571,0.7791,0.7642,0.7888
CRepDyn_static,False,0,100,3,0.05,0.2,2,0.0,0.0,0.8671211731412402,0.2,0.9254034189248004,0.9266803706557138,-6808.256841946085,-13930.195499870957,0.7467077275835508,0.7860618094276485,0.7533272153706063,0.7868621849644069,0.6829,0.7293,0.6968,0.726
CRepDyn_static0,False,0,100,3,0.05,0.2,5,0.0,0.0,0.6660230107007806,0.2,0.8849930915734215,0.8839705585881039,-4877.827491084368,-16165.052549698048,0.7924565648758694,0.8132783791860676,0.7924580396880249,0.816496597464749,0.7488,0.7641,0.7407,0.7637
CRepDyn_static0,False,0,100,3,0.05,0.2,6,0.0,0.0,0.6284776715651308,0.2,0.9014465982117329,0.8988999744782455,-4329.521401638534,-16368.915490474727,0.7765352449276931,0.7955810499657419,0.777646639088913,0.7999428908776539,0.7259,0.7461,0.7225,0.7523
CRepDyn_static,False,0,100,3,0.05,0.2,3,3.652513878831191e-217,0.0,0.7788874570446737,0.2,0.925969745681978,0.9245643958596992,-5312.488869443303,-14604.19711675429,0.7834031022168035,0.8138717083380554,0.7861227383062634,0.8171531898237738,0.7315,0.7638,0.7319,0.7661
CRepDyn_static,False,0,100,3,0.05,0.2,4,2.0763760632923275e-76,0.0,0.7173313729093918,0.2,0.9002309238556219,0.9000665653923345,-5188.028485932731,-15598.151918052365,0.8054604757100804,0.8268502159227668,0.8077429355408141,0.8297931235746314,0.7484,0.7776,0.7586,0.7854
CRepDyn_static,False,0,100,3,0.05,0.2,5,1.1996301979780497e-13,0.0,0.6660230107007805,0.2,0.8858888577362668,0.8836927605397844,-4844.689267237018,-16068.427075295092,0.7958164554528377,0.817678746977296,0.8009660928466915,0.823030682787606,0.7383,0.7684,0.7561,0.7717
CRepDyn_static,False,0,100,3,0.05,0.2,6,0.00191123961272704,0.0,0.6280729857371187,0.2,0.9016064732034715,0.8999137292640822,-4426.319748185753,-16339.125307331473,0.7703571094679252,0.7915567882615918,0.781863169333317,0.8019290469933741,0.7199,0.7491,0.7289,0.7511
