algo,constrained,flag_data_T,rseed,K,eta0,beta0,T,eta,eta_aggr,beta,beta_aggr,auc,auc_aggr,loglik,loglik_aggr,CS_U,CS_V,CS_U_aggr,CS_V_aggr,F1_U,F1_V,F1_U_aggr,F1_V_aggr
CRepDyn_static,False,0,100,3,0.2,0.2,1,0.0,0.0,0.2,0.2,0.8924767377995644,0.8957161507613863,-13657.543359651278,-13503.532003200165,0.6875579417856029,0.6910265827296493,0.6991516868593293,0.6963750735378196,0.6303,0.6404,0.6404,0.6362
CRepDyn_static0,False,0,100,3,0.2,0.2,1,0.0,0.0,0.2,0.2,0.894744399971175,0.8942825257462237,-13566.547916048967,-13516.104980031983,0.6919111959816612,0.6963386505466365,0.6913990615026753,0.69906313735993,0.6401,0.6426,0.639,0.6489
CRepDyn_static,False,0,100,3,0.2,0.2,2,6.74581767383095e-196,0.0,0.873034746994319,0.2,0.9024720765108547,0.9034620791785114,-7185.612619935011,-14201.321280193519,0.7287129220238338,0.7361924845352394,0.7248089548323641,0.7358780899412861,0.6746,0.6772,0.671,0.6764
CRepDyn_static0,False,0,100,3,0.2,0.2,2,0.0,0.0,0.873034746994319,0.2,0.9041639904564716,0.9028731662169459,-7044.630909836602,-14162.887656566856,0.7158714682598616,0.7244300879679129,0.7149544646917512,0.7212460736431312,0.6622,0.6739,0.666,0.6617
CRepDyn_static,False,0,100,3,0.2,0.2,3,1.864735338967275e-08,0.0,0.7861856547725162,0.2,0.9202473479594189,0.921261545878404,-5332.883572847298,-14255.887316047736,0.7508458450919269,0.7526713786262015,0.7638086258313506,0.761946368077531,0.6908,0.7052,0.7119,0.7022
CRepDyn_static0,False,0,100,3,0.2,0.2,3,0.0,0.0,0.7861856577210736,0.2,0.9203865467968861,0.9237687652101731,-5324.7469129465035,-14272.438467217215,0.7535755610460376,0.7543793106357454,0.7696660185381617,0.7735640866022165,0.6998,0.7008,0.7144,0.7263
CRepDyn_static,False,0,100,3,0.2,0.2,4,0.0084058040263766,0.0,0.7196158773429422,0.2,0.8885387203222012,0.8786834274779876,-5588.511155631981,-15823.366354887068,0.7876906081303426,0.7906072211548433,0.7939278203373875,0.7948874555164738,0.7409,0.7392,0.7382,0.7462
CRepDyn_static0,False,0,100,3,0.2,0.2,4,0.0,0.0,0.7211791212917764,0.2,0.8790484232863541,0.8795777451141661,-5717.8114406555615,-15690.384336444582,0.7902639825386627,0.7926521422544238,0.7919721240795151,0.7973143298864839,0.7473,0.7445,0.7424,0.7471
CRepDyn_static,False,0,100,3,0.2,0.2,5,0.016980021869926566,0.0,0.6680373314961511,0.2,0.8988898809259613,0.884200757114464,-5015.399977507189,-16064.428655681997,0.7733491037426389,0.7670721043330796,0.7791178301076536,0.7842075487870527,0.7193,0.7136,0.7209,0.7326
CRepDyn_static0,False,0,100,3,0.2,0.2,5,0.0,0.0,0.6714507053738892,0.2,0.8843745393893429,0.8849539610112322,-5142.627900072286,-16133.365197329913,0.7839857522057002,0.7807058760785458,0.7806163502538136,0.783015733064974,0.744,0.7269,0.7306,0.7326
CRepDyn_static0,False,0,100,3,0.2,0.2,6,0.0,0.0,0.6313294548588668,0.2,0.8792707174534249,0.8800616192555564,-4877.455424403745,-16555.346437302753,0.7684310783305781,0.7642503621559459,0.7594899010747853,0.7516922399705932,0.7236,0.7175,0.7034,0.6999
CRepDyn_static,False,0,100,3,0.2,0.2,6,0.02370993078305518,0.0,0.6263525624302062,0.2,0.8912555384082242,0.8793052785789566,-4849.346198422177,-16488.2995291774,0.7412147793065528,0.7404301682263106,0.7654059269918153,0.7589285543056925,0.6823,0.7002,0.7122,0.7151
