algo,constrained,flag_data_T,rseed,K,eta0,beta0,T,eta,eta_aggr,beta,beta_aggr,auc,auc_aggr,loglik,loglik_aggr,CS_U,CS_V,CS_U_aggr,CS_V_aggr,F1_U,F1_V,F1_U_aggr,F1_V_aggr
CRepDyn_static0,False,0,100,3,0.5,0.2,1,0.0,0.0,0.2,0.2,0.8748250417767293,0.8722272721140052,-14086.500254568984,-14224.222575057287,0.6984705552783028,0.7121496853310357,0.68850301858998,0.7038710354306318,0.6456,0.6587,0.6335,0.6519
CRepDyn_static0,False,0,100,3,0.5,0.2,2,0.0,0.0,0.8660655951914282,0.2,0.8944778819313639,0.894724861076341,-7406.292421738051,-14466.872571047583,0.7359395170543184,0.7582392587998982,0.7306041603760904,0.7518149127570608,0.6712,0.7004,0.6654,0.6921
CRepDyn_static0,False,0,100,3,0.5,0.2,3,0.0,0.0,0.7794680851063831,0.2,0.914412825823689,0.9142446490764218,-5879.631128422285,-14733.674746278888,0.7850455609603523,0.7887893021261748,0.7807400821114513,0.785676229448169,0.7355,0.7398,0.7321,0.7365
CRepDyn_static,False,0,100,3,0.5,0.2,1,0.0,0.0,0.2,0.2,0.8741107998162521,0.8719345194726891,-14152.137003653428,-14186.546247351098,0.6908923670550572,0.6988732348618338,0.6967425774384018,0.7027679332907021,0.6382,0.6444,0.6336,0.6426
CRepDyn_static0,False,0,100,3,0.5,0.2,4,0.0,0.0,0.7136729222520108,0.2,0.8944303383247487,0.8944536142162902,-5862.178292196807,-15829.31841937358,0.8227942955837297,0.8278934595152538,0.8213209818691878,0.8238919272664829,0.7771,0.7841,0.7773,0.7772
CRepDyn_static0,False,0,100,3,0.5,0.2,5,0.0,0.0,0.6609089513281132,0.2,0.8831894782104648,0.8829952550172528,-5746.776830009024,-16616.284721086864,0.8161661601457643,0.8299289315414249,0.8171692955980245,0.8311771163670596,0.7653,0.7804,0.7728,0.7806
CRepDyn_static0,False,0,100,3,0.5,0.2,6,0.0,0.0,0.6208051443499232,0.2,0.8626587686544527,0.8616191590145451,-6092.479144861657,-17615.351205993564,0.8031564727871974,0.8086375862752364,0.7987876727925007,0.8072092829642529,0.7564,0.7589,0.7549,0.7503
CRepDyn_static,False,0,100,3,0.5,0.2,2,0.00256765273795329,0.0,0.8657813410404901,0.2,0.8996632198251614,0.8968561344260584,-7367.688956828333,-14418.105999654477,0.7295222940376511,0.7569316629724048,0.7383856991698954,0.7609375286527208,0.6781,0.7014,0.6742,0.7094
CRepDyn_static,False,0,100,3,0.5,0.2,3,0.0198698943386008,0.0,0.7762824023480136,0.2,0.9376566327941227,0.9162865055558997,-5683.163744667046,-14712.039542999379,0.7636566281750597,0.7789640029055447,0.7854410628285825,0.7978428822566914,0.7061,0.7243,0.7364,0.743
CRepDyn_static,False,0,100,3,0.5,0.2,4,0.03674551626949648,0.0,0.7068025132302025,0.2,0.9158400867914142,0.894554650408319,-5698.948897585226,-15829.383343357355,0.8039031454095498,0.8084773950047953,0.8166733491553952,0.8222681499109777,0.7562,0.7524,0.7795,0.7749
CRepDyn_static,False,0,100,3,0.5,0.2,5,0.050206143614883465,0.0,0.650748330455839,0.2,0.9151438240221798,0.8828410168072992,-5317.789225752198,-16531.31885793955,0.7706276292870239,0.7781538196752306,0.8172987191923016,0.8281464037052911,0.7164,0.7193,0.7703,0.7811
CRepDyn_static,False,0,100,3,0.5,0.2,6,0.06336156107547912,0.0,0.6075024127106448,0.2,0.901546122081203,0.8639075252934788,-5530.079519971528,-17525.24374537038,0.7539440139915948,0.7645377369761669,0.7975637013291637,0.8053052231920048,0.701,0.7084,0.7493,0.7601
